time	V(n003)	V(n004)
9.003881941328031e-003	-5.491191e-002	2.436559e-002
9.023413191328031e-003	-6.658101e-001	1.464415e-001
9.042944441328030e-003	-1.266617e+000	2.663147e-001
9.062475691328030e-003	-1.848295e+000	3.821824e-001
9.082006941328030e-003	-2.402097e+000	4.923016e-001
9.101538191328029e-003	-2.919691e+000	5.950162e-001
9.121069441328029e-003	-3.393294e+000	6.887812e-001
9.140600691328028e-003	-3.815780e+000	7.721863e-001
9.160131941328028e-003	-4.180797e+000	8.439770e-001
9.179663191328027e-003	-4.482852e+000	9.030734e-001
9.199194441328027e-003	-4.717402e+000	9.485868e-001
9.218725691328027e-003	-4.880922e+000	9.798326e-001
9.238256941328026e-003	-4.970949e+000	9.963408e-001
9.257788191328026e-003	-4.986131e+000	9.978631e-001
9.277319441328025e-003	-4.926239e+000	9.843767e-001
9.296850691328025e-003	-4.792174e+000	9.560842e-001
9.316381941328025e-003	-4.585953e+000	9.134114e-001
9.335913191328024e-003	-4.310678e+000	8.570000e-001
9.355444441328024e-003	-3.970489e+000	7.876985e-001
9.374975691328023e-003	-3.570503e+000	7.065493e-001
9.394506941328023e-003	-3.116737e+000	6.147730e-001
9.414038191328022e-003	-2.616014e+000	5.137499e-001
9.433569441328022e-003	-2.075867e+000	4.049995e-001
9.453100691328022e-003	-1.504421e+000	2.901576e-001
9.472631941328021e-003	-9.102681e-001	1.709514e-001
9.492163191328021e-003	-3.023469e-001	4.917391e-002
9.511694441328020e-003	3.101997e-001	-7.334317e-002
9.531225691328020e-003	9.181585e-001	-1.947571e-001
9.550756941328020e-003	1.512385e+000	-3.132417e-001
9.570288191328019e-003	2.083942e+000	-4.270148e-001
9.589819441328019e-003	2.624233e+000	-5.343653e-001
9.609350691328018e-003	3.125130e+000	-6.336784e-001
9.628881941328018e-003	3.579100e+000	-7.234604e-001
9.648413191328017e-003	3.979315e+000	-8.023609e-001
9.667944441328017e-003	4.319754e+000	-8.691931e-001
9.687475691328017e-003	4.595298e+000	-9.229518e-001
9.707006941328016e-003	4.801800e+000	-9.628285e-001
9.726538191328016e-003	4.936156e+000	-9.882234e-001
9.746069441328015e-003	4.996346e+000	-9.987544e-001
9.765600691328015e-003	4.981462e+000	-9.942633e-001
9.785131941328015e-003	4.891729e+000	-9.748175e-001
9.804663191328014e-003	4.728498e+000	-9.407095e-001
9.824194441328014e-003	4.494225e+000	-8.924524e-001
9.843725691328013e-003	4.192430e+000	-8.307720e-001
9.863256941328013e-003	3.827657e+000	-7.565960e-001
9.882788191328013e-003	3.405389e+000	-6.710401e-001
9.902319441328012e-003	2.931979e+000	-5.753911e-001
9.921850691328012e-003	2.414547e+000	-4.710878e-001
9.941381941328011e-003	1.860876e+000	-3.596988e-001
9.960913191328011e-003	1.279294e+000	-2.428996e-001
9.980444441328010e-003	6.785468e-001	-1.224469e-001
9.999975691328010e-003	6.772963e-002	-1.526877e-004
1.000000000000000e-002	6.696638e-002	-2.449213e-015
